Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Calculated_Revenue,Calculated_Profit,Profit_Per_Hectare,Cost_Per_Hectare,Revenue_Per_Hectare,Profit_Margin_Pct,Is_Profitable,NPK_Total_kg_ha,Water_Used_Per_Ha_m3
SF12209,Punjab,0.0,Rice,Rabi,10.68,220.1,22.1,58.5,7.3,6.54,23.5,139.7,72.5,99.7,Rainfed,270.4,3.65,0.7,2.17,23.18,23729,653891,550038,-103853,8501,2.727,30.0,550038.22,-103853,-9724.063670411986,61225.74906367042,51501.68539325843,-18.881059126823967,False,311.9,795.9737827715356
SF12210,Maharashtra,0.0,Wheat,Rabi,12.96,80.0,21.1,38.0,8.5,6.75,12.7,123.3,73.3,115.5,Rainfed,218.3,6.74,0.97,2.01,26.05,24254,789561,631817,-157744,4229,6.16,34.2,631816.7000000001,-157744,-12171.604938271605,60922.916666666664,48751.311728395056,-24.966722959337908,False,312.1,326.3117283950617
SF12211,Andhra Pradesh,0.0,Wheat,Rabi,14.27,347.6,22.7,54.4,7.9,5.2,21.2,121.8,57.3,126.2,Drip,290.6,5.82,0.81,0.3,4.28,23948,1097692,102497,-995195,6506,0.658,42.5,102497.44,-995195,-69740.36440084093,76923.055360897,7182.690960056062,-970.9503692791009,False,305.3,455.92151366503157
SF12212,Karnataka,0.0,Rice,Kharif,10.65,676.9,24.1,72.1,5.3,6.41,30.0,98.3,48.2,105.6,Rainfed,140.1,6.3,0.78,3.38,36.0,19524,734173,702864,-31309,8316,4.329,45.1,702864.0,-31309,-2939.81220657277,68936.43192488262,65996.61971830986,-4.454489061895331,False,252.1,780.8450704225352
SF12213,Gujarat,0.0,Cotton,Kharif,0.9,1075.5,33.4,69.8,5.3,6.93,25.4,59.0,30.0,99.6,Rainfed,127.1,6.3,0.82,0.81,0.73,62075,52058,45315,-6743,332,2.199,52.2,45314.75,-6743,-7492.222222222222,57842.22222222222,50350.0,-14.880282467174224,False,188.6,368.88888888888886
SF12214,Telangana,0.0,Pulses,Kharif,14.64,504.1,30.0,61.8,7.3,7.7,37.0,145.7,44.0,148.3,Drip,152.6,4.69,0.99,0.45,6.59,84804,900322,558858,-341464,4329,1.522,53.5,558858.36,-341464,-23324.043715846994,61497.4043715847,38173.360655737706,-61.100315285815,False,338.0,295.6967213114754
SF12215,Madhya Pradesh,0.0,Pulses,Kharif,4.66,1193.5,27.3,81.0,6.7,6.81,26.6,145.2,83.8,111.0,Drip,220.7,2.0,0.69,1.58,7.36,64519,336955,474860,137905,1300,5.662,69.5,474859.84,137905,29593.34763948498,72307.93991416309,101901.28755364807,29.04119108789959,True,340.0,278.96995708154503
SF12216,Andhra Pradesh,0.0,Rice,Rabi,10.41,578.9,24.0,53.2,5.9,6.68,17.1,127.6,66.2,85.1,Rainfed,282.7,2.93,0.74,3.62,37.68,21534,806130,811401,5271,7422,5.077,57.5,811401.12,5271,506.3400576368876,77438.04034582133,77944.38040345821,0.6496171436811145,True,278.9,712.9682997118156
SF12217,Punjab,0.0,Wheat,Kharif,12.12,806.9,29.2,71.4,6.9,8.18,34.3,94.7,61.9,102.6,Flood,116.1,3.28,0.69,0.3,3.64,23250,706041,84630,-621411,7280,0.5,65.2,84630.0,-621411,-51271.53465346535,58254.20792079208,6982.673267326733,-734.2679900744417,False,259.2,600.6600660066007
SF12218,Gujarat,0.0,Groundnut,Rabi,11.29,482.5,21.5,63.3,8.8,6.72,29.6,124.9,68.6,54.7,Flood,115.2,0.5,0.88,1.58,17.84,52808,536772,942095,405323,7631,2.338,51.1,942094.72,405323,35901.06288751108,47544.021257750224,83445.0841452613,43.02358042447948,True,248.2,675.9078830823738
SF12219,Tamil Nadu,0.0,Maize,Zaid,6.72,525.7,32.3,53.7,7.2,6.23,13.9,117.8,64.9,86.4,Flood,252.5,9.32,0.96,2.32,15.59,21682,494726,338022,-156704,4684,3.328,34.6,338022.38,-156704,-23319.04761904762,73619.94047619047,50300.89285714286,-46.35911272047382,False,269.1,697.0238095238095
SF12220,Punjab,0.0,Rice,Rabi,8.12,603.3,20.3,63.3,7.7,6.78,28.4,143.5,50.1,30.0,Rainfed,134.5,5.97,0.86,3.11,25.25,21575,512275,544769,32494,7378,3.422,39.4,544768.75,32494,4001.724137931035,63088.05418719212,67089.77832512316,5.964730004827734,True,223.6,908.6206896551726
SF12221,Tamil Nadu,0.0,Wheat,Kharif,2.56,792.7,28.0,82.0,6.9,7.03,28.5,146.5,48.2,122.6,Rainfed,152.0,1.84,0.71,3.21,8.22,23405,208920,192389,-16531,676,12.16,68.6,192389.1,-16531,-6457.421875,81609.375,75151.953125,-8.592487096455619,False,317.29999999999995,264.0625
SF12222,Tamil Nadu,0.0,Rice,Zaid,2.73,444.7,28.2,50.0,8.1,5.68,18.1,156.3,62.7,151.4,Flood,171.3,1.65,0.8,1.11,3.03,22236,160169,67375,-92794,4547,0.666,46.5,67375.08,-92794,-33990.47619047619,58669.96336996337,24679.48717948718,-137.72764378478664,False,370.4,1665.5677655677655
SF12223,Tamil Nadu,0.0,Pulses,Rabi,3.8,440.6,22.1,56.4,7.5,7.57,17.6,148.3,96.5,79.4,Rainfed,179.5,3.97,0.89,0.46,1.75,57972,216203,101451,-114752,902,1.94,50.8,101451.0,-114752,-30197.894736842107,56895.52631578947,26697.63157894737,-113.11076283131757,False,324.20000000000005,237.3684210526316
SF12224,Punjab,0.0,Chilli,Zaid,3.32,377.2,33.0,56.5,7.2,8.28,25.6,117.4,53.6,135.2,Rainfed,152.4,8.57,0.93,0.3,1.0,120295,235037,120295,-114742,1129,0.886,31.8,120295.0,-114742,-34560.843373493975,70794.27710843374,36233.43373493976,-95.38384804023443,False,306.2,340.06024096385545
SF12225,Punjab,0.0,Cotton,Rabi,9.04,439.1,25.8,41.7,9.3,6.04,17.9,143.4,41.9,122.3,Sprinkler,192.9,4.07,0.82,1.11,10.03,70309,647444,705199,57755,7441,1.348,54.0,705199.2699999999,57755,6388.827433628319,71619.91150442479,78008.73893805311,8.189886826271733,True,307.6,823.1194690265487
SF12226,Telangana,0.0,Rice,Kharif,2.68,695.3,25.4,80.3,6.8,7.2,26.6,122.0,45.7,80.7,Drip,145.8,5.76,0.89,3.6,9.65,22611,159200,218196,58996,3808,2.534,64.5,218196.15,58996,22013.432835820895,59402.985074626864,81416.41791044775,27.03807585840254,True,248.39999999999998,1420.8955223880596
SF12227,Andhra Pradesh,0.0,Rice,Zaid,9.57,631.6,32.8,59.4,7.8,6.1,30.2,140.7,67.5,87.6,Rainfed,150.8,5.81,0.85,2.04,19.52,21627,742574,422159,-320415,8234,2.371,46.5,422159.04,-320415,-33481.19122257053,77593.93939393939,44112.74817136886,-75.89912805364804,False,295.79999999999995,860.3970741901776
SF12228,Telangana,0.0,Rice,Kharif,10.85,946.0,27.9,72.0,6.4,6.62,29.4,65.7,61.5,130.1,Rainfed,251.0,2.89,0.85,4.1,44.48,23578,731670,1048749,317079,9934,4.478,73.7,1048749.44,317079,29223.870967741936,67435.02304147466,96658.89400921659,30.234021677255473,True,257.3,915.5760368663595
SF12229,Karnataka,0.0,Sugarcane,Zaid,5.17,311.8,30.9,48.8,7.3,7.19,22.9,139.3,73.7,119.9,Flood,117.7,7.08,1.0,34.85,180.17,3801,300989,684826,383837,13077,13.778,20.6,684826.1699999999,383837,74243.13346228239,58218.3752417795,132461.5087040619,56.04883576266088,True,332.9,2529.4003868471955
SF12230,Telangana,0.0,Rice,Kharif,5.31,653.8,24.3,65.6,8.5,5.99,33.2,124.8,74.6,93.4,Drip,205.3,6.46,0.72,2.3,12.21,21645,342500,264285,-78215,7440,1.641,36.8,264285.45,-78215,-14729.755178907722,64500.94161958569,49771.18644067797,-29.5949448512023,False,292.79999999999995,1401.129943502825
SF12231,Tamil Nadu,0.0,Rice,Rabi,10.73,862.8,22.3,55.9,9.7,6.88,24.5,88.3,71.2,52.4,Drip,221.9,0.77,0.78,3.1,33.26,24006,639745,798440,158695,12494,2.662,63.6,798439.5599999999,158695,14789.841565703635,59622.08760484622,74411.92917054986,19.875632483342518,True,211.9,1164.398881640261
SF12232,Tamil Nadu,0.0,Groundnut,Kharif,2.14,910.2,29.8,62.8,8.4,6.38,27.9,51.4,85.8,95.9,Rainfed,187.0,4.6,0.92,1.4,3.0,40503,146512,121509,-25003,552,5.435,50.3,121509.0,-25003,-11683.644859813083,68463.55140186916,56779.90654205607,-20.57707659514933,False,233.1,257.94392523364485
SF12233,Telangana,0.0,Wheat,Kharif,2.72,1164.7,28.5,53.3,6.7,7.31,29.6,112.9,51.3,86.7,Sprinkler,97.9,2.52,0.81,1.83,4.98,21346,159216,106303,-52913,1346,3.7,64.5,106303.08000000002,-52913,-19453.30882352941,58535.294117647056,39081.98529411764,-49.77564132714975,False,250.89999999999998,494.85294117647055
SF12234,Andhra Pradesh,0.0,Chilli,Kharif,13.39,745.8,30.0,72.1,6.0,6.45,35.4,89.4,57.2,81.6,Drip,158.9,5.75,0.97,2.81,37.63,103552,835570,3896662,3061092,5980,6.293,54.9,3896661.7600000002,3061092,228610.30619865571,62402.53920836445,291012.8454070201,78.55677500383662,True,228.20000000000002,446.6019417475728
SF12235,Gujarat,0.0,Cotton,Rabi,10.31,390.5,26.0,55.2,9.3,5.4,22.6,118.2,52.6,118.9,Sprinkler,90.2,6.44,0.73,0.3,3.09,70282,610860,217171,-393689,8645,0.357,37.2,217171.37999999998,-393689,-38185.16003879728,59249.272550921436,21064.11251212415,-181.28064981051796,False,289.70000000000005,838.5063045586809
SF12236,Telangana,0.0,Rice,Kharif,7.62,916.2,27.1,73.7,5.9,7.01,35.5,166.4,49.4,107.3,Drip,144.6,3.81,0.99,4.07,31.01,25657,548585,795624,247039,9251,3.352,65.2,795623.5700000001,247039,32419.81627296588,71992.78215223097,104412.59842519685,31.04971695172594,True,323.1,1214.0419947506562
SF12237,Punjab,0.0,Chilli,Kharif,12.74,723.4,26.2,69.0,7.1,6.85,26.4,132.9,90.9,137.5,Flood,186.3,4.52,0.77,3.9,49.69,101780,712027,5057448,4345421,10398,4.779,52.3,5057448.2,4345421,341084.85086342227,55889.08948194663,396973.94034536893,85.92121955579177,True,361.3,816.1695447409733
SF12238,Maharashtra,0.0,Maize,Rabi,2.04,505.3,24.0,42.1,9.3,7.16,22.0,125.4,73.3,76.5,Rainfed,231.6,2.98,0.89,2.88,5.88,19480,134984,114542,-20442,571,10.298,47.1,114542.4,-20442,-10020.588235294117,66168.62745098039,56148.03921568627,-17.846728710865882,False,275.2,279.9019607843137
SF12239,Punjab,0.0,Maize,Zaid,1.39,424.2,35.3,63.3,6.2,6.66,8.8,125.5,60.9,139.2,Flood,305.7,8.4,0.79,3.11,4.32,26189,122903,113136,-9767,775,5.574,32.4,113136.48000000001,-9767,-7026.618705035971,88419.42446043166,81392.80575539569,-8.63297270541649,False,325.6,557.5539568345324
SF12240,Telangana,0.0,Wheat,Kharif,1.09,842.7,24.4,76.5,9.6,7.24,31.3,86.9,94.3,127.9,Drip,283.9,6.62,0.86,2.59,2.82,25917,84299,73086,-11213,467,6.039,48.8,73085.94,-11213,-10287.155963302752,77338.53211009174,67051.37614678899,-15.34219960047068,False,309.1,428.440366972477
SF12241,Karnataka,0.0,Wheat,Kharif,14.15,668.0,29.9,61.3,7.3,6.84,24.1,160.4,53.7,94.7,Flood,277.2,2.67,0.68,3.52,49.81,22824,1014587,1136863,122276,8920,5.584,63.8,1136863.44,122276,8641.413427561838,71702.26148409894,80343.67491166078,10.755561576021034,True,308.8,630.3886925795052
SF12242,Tamil Nadu,0.0,Rice,Kharif,9.24,821.8,27.9,62.8,7.5,6.85,33.3,136.8,51.0,121.6,Sprinkler,155.5,6.19,0.91,3.59,33.17,23637,615899,784039,168140,12468,2.66,66.4,784039.29,168140,18196.969696969696,66655.73593073593,84852.70562770563,21.44536177409542,True,309.4,1349.3506493506493
SF12243,Tamil Nadu,0.0,Chilli,Kharif,14.43,844.8,30.5,51.9,6.6,6.2,26.5,179.4,46.8,100.3,Rainfed,190.3,6.0,0.74,1.79,25.83,96368,939685,2489185,1549500,5819,4.439,36.7,2489185.44,1549500,107380.45738045739,65120.235620235624,172500.693000693,62.24929043040191,True,326.5,403.25710325710327
SF12244,Karnataka,0.0,Wheat,Kharif,8.16,843.4,31.8,62.9,7.3,6.63,30.9,146.0,41.7,113.9,Rainfed,166.0,6.09,0.85,2.82,23.01,20996,522176,483118,-39058,2155,10.677,53.8,483117.96,-39058,-4786.519607843137,63992.1568627451,59205.63725490196,-8.084567331376599,False,301.6,264.09313725490193
SF12245,Maharashtra,0.0,Wheat,Kharif,1.97,724.7,33.4,74.8,7.0,5.85,31.7,108.8,60.6,85.8,Sprinkler,64.4,7.78,0.82,1.06,2.09,23547,117975,49213,-68762,1013,2.063,43.0,49213.229999999996,-68762,-34904.56852791878,59885.78680203046,24981.218274111674,-139.72324385833014,False,255.2,514.2131979695431
SF12246,Maharashtra,0.0,Wheat,Kharif,6.0,657.2,23.6,78.8,6.8,7.38,27.3,123.9,62.8,103.0,Flood,130.5,5.85,0.84,1.73,10.38,22650,395225,235107,-160118,4401,2.359,34.5,235107.00000000003,-160118,-26686.333333333332,65870.83333333333,39184.5,-68.10430995248971,False,289.7,733.5
SF12247,Andhra Pradesh,0.0,Rice,Kharif,6.31,840.6,29.7,50.1,8.3,7.23,24.6,88.6,42.2,93.0,Flood,141.4,7.4,0.69,2.05,12.94,23916,408010,309473,-98537,11411,1.134,47.2,309473.04,-98537,-15616.006339144216,64660.8557844691,49044.849445324886,-31.84025746995699,False,223.8,1808.3993660855785
SF12248,Karnataka,0.0,Wheat,Kharif,12.22,1356.9,33.7,82.5,5.8,6.14,23.9,127.3,65.8,100.3,Flood,290.6,2.57,0.89,1.26,15.4,22754,1057159,350412,-706747,8040,1.915,78.3,350411.60000000003,-706747,-57835.27004909983,86510.55646481177,28675.286415711947,-201.69029599442942,False,293.4,657.937806873977
SF12249,Maharashtra,0.0,Sugarcane,Kharif,0.64,987.8,25.0,65.1,6.0,6.78,44.9,166.3,75.1,81.2,Drip,100.7,0.5,0.98,77.25,49.44,3353,39393,165772,126379,1055,46.863,66.7,165772.31999999998,126379,197467.1875,61551.5625,259018.75,76.23663827425621,True,322.6,1648.4375
SF12250,Maharashtra,0.0,Rice,Kharif,9.48,800.9,29.2,76.5,7.5,6.64,25.8,89.5,47.8,134.6,Flood,254.2,8.05,0.65,4.78,45.31,24784,736214,1122963,386749,17411,2.602,57.5,1122963.04,386749,40796.308016877636,77659.70464135021,118456.01265822785,34.440048336410015,True,271.9,1836.6033755274261
SF12251,Telangana,0.0,Groundnut,Zaid,14.04,220.2,32.6,68.7,9.2,6.36,14.9,154.1,51.1,144.6,Drip,136.6,6.79,0.66,1.46,20.5,60972,813051,1249926,436875,5320,3.853,33.6,1249926.0,436875,31116.452991452992,57909.61538461539,89026.06837606838,34.95206916249442,True,349.79999999999995,378.9173789173789
SF12252,Karnataka,0.0,Maize,Rabi,7.0,360.5,26.0,70.9,7.9,7.03,33.3,90.6,61.5,44.6,Rainfed,281.0,7.86,0.76,3.23,22.61,23685,536532,535518,-1014,2225,10.162,34.5,535517.85,-1014,-144.85714285714286,76647.42857142857,76502.57142857143,-0.18934937761195703,False,196.7,317.85714285714283
SF12253,Telangana,0.0,Rice,Zaid,7.29,575.7,32.6,37.3,9.2,6.4,15.3,114.2,28.6,82.3,Sprinkler,176.8,10.36,0.83,2.95,21.51,23273,484968,500602,15634,9559,2.25,19.1,500602.23000000004,15634,2144.5816186556926,66525.10288065844,68669.68449931413,3.1230398600085496,True,225.10000000000002,1311.2482853223594
SF12254,Punjab,0.0,Rice,Rabi,7.59,763.9,29.5,69.2,8.8,6.84,22.9,168.4,47.4,91.3,Drip,40.0,5.64,0.83,4.19,31.8,21956,373874,698201,324327,10346,3.074,54.3,698200.8,324327,42730.830039525696,49258.761528326744,91989.59156785243,46.45180972241518,True,307.1,1363.1093544137022
SF12255,Andhra Pradesh,0.0,Rice,Kharif,12.19,743.2,24.9,62.3,7.6,6.9,34.2,176.9,42.1,134.3,Rainfed,107.9,8.49,0.78,4.51,54.98,22808,699119,1253984,554865,8749,6.284,36.6,1253983.8399999999,554865,45518.0475799836,57351.8457752256,102869.89335520919,44.24817222548294,True,353.3,717.7194421657097
SF12256,Maharashtra,0.0,Cotton,Kharif,4.77,731.7,30.5,71.3,8.3,7.66,32.5,154.2,64.2,150.3,Flood,259.1,5.23,0.83,0.81,3.86,60361,319255,232993,-86262,4274,0.903,55.9,232993.46,-86262,-18084.27672955975,66929.76939203354,48845.4926624738,-37.02342988845159,False,368.7,896.0167714884697
SF12257,Telangana,0.0,Groundnut,Kharif,5.18,581.6,26.1,61.8,6.2,6.43,36.0,139.9,65.1,100.3,Flood,210.6,7.31,0.7,2.2,11.4,47810,375713,545034,169321,3500,3.257,45.7,545034.0,169321,32687.451737451738,72531.46718146719,105218.91891891892,31.066135323667883,True,305.3,675.6756756756757
SF12258,Gujarat,0.0,Groundnut,Kharif,12.88,835.9,25.5,72.5,6.2,6.04,28.2,78.2,63.4,118.8,Flood,232.8,7.88,0.94,1.15,14.81,54156,771206,802050,30844,8695,1.703,53.6,802050.36,30844,2394.7204968944097,59876.24223602484,62270.96273291925,3.8456455333208655,True,260.4,675.0776397515527
SF12259,Madhya Pradesh,0.0,Pulses,Kharif,13.61,878.1,29.1,67.7,6.5,7.98,37.2,143.1,37.0,142.3,Drip,94.6,5.58,0.72,0.3,4.08,72488,824795,295751,-529044,4663,0.875,50.8,295751.04,-529044,-38871.71197648788,60602.13078618663,21730.418809698753,-178.88155914941962,False,322.4,342.6157237325496
SF12260,Tamil Nadu,0.0,Rice,Rabi,7.79,489.5,27.3,55.9,8.7,6.19,27.0,138.6,68.5,129.5,Drip,165.5,5.9,0.88,3.2,24.93,18442,487162,459759,-27403,9422,2.646,29.8,459759.06,-27403,-3517.715019255456,62536.84210526316,59019.1270860077,-5.960296590170067,False,336.6,1209.4993581514761
SF12261,Andhra Pradesh,0.0,Rice,Rabi,6.16,149.4,20.6,77.6,8.3,5.45,20.9,95.7,65.9,135.2,Sprinkler,231.2,5.49,0.69,0.38,2.34,19916,409092,46603,-362489,8439,0.277,41.1,46603.439999999995,-362489,-58845.61688311688,66411.03896103895,7565.422077922078,-777.8233160955303,False,296.8,1369.9675324675325
SF12262,Maharashtra,0.0,Groundnut,Rabi,6.0,105.6,21.0,50.7,8.1,7.66,29.5,155.3,63.3,54.2,Flood,249.9,3.16,0.8,0.4,2.4,59317,424940,142361,-282579,4151,0.578,45.7,142360.8,-282579,-47096.5,70823.33333333333,23726.833333333332,-198.49467199584157,False,272.8,691.8333333333334
SF12263,Karnataka,0.0,Wheat,Kharif,4.66,849.1,27.2,60.8,6.4,7.26,32.7,102.0,63.5,107.9,Drip,40.0,6.15,0.65,2.5,11.65,26512,265269,308865,43596,2154,5.409,36.9,308864.8,43596,9355.364806866952,56924.67811158798,66280.04291845493,14.114904569957748,True,273.4,462.23175965665234
SF12264,Punjab,0.0,Wheat,Rabi,13.95,294.4,25.1,53.3,7.5,6.78,21.2,118.8,85.3,172.6,Flood,216.4,6.1,0.85,2.91,40.59,24210,1024002,982684,-41318,8967,4.527,25.3,982683.9000000001,-41318,-2961.863799283154,73405.16129032259,70443.29749103943,-4.2046069743681596,False,376.7,642.7956989247313
SF12265,Punjab,0.0,Chilli,Rabi,3.34,551.9,24.1,59.9,6.9,6.37,27.7,72.3,80.6,111.5,Rainfed,134.3,1.78,0.95,1.93,6.45,112694,200723,726876,526153,1195,5.397,50.2,726876.3,526153,157530.8383233533,60096.70658682635,217627.54491017965,72.38552380323466,True,264.4,357.78443113772454
SF12266,Maharashtra,0.0,Rice,Rabi,2.8,431.6,27.7,52.3,8.1,6.75,23.6,179.7,15.0,112.5,Drip,91.2,4.13,0.83,3.77,10.56,23521,145440,248382,102942,3195,3.305,42.1,248381.76,102942,36765.0,51942.857142857145,88707.85714285714,41.44503224871367,True,307.2,1141.0714285714287
SF12267,Telangana,0.0,Rice,Zaid,4.15,80.0,29.0,37.8,8.8,6.19,22.7,135.3,37.9,90.2,Flood,212.6,3.41,0.98,1.62,6.72,18804,304168,126363,-177805,8303,0.809,41.5,126362.87999999999,-177805,-42844.578313253005,73293.4939759036,30448.9156626506,-140.70970141576254,False,263.40000000000003,2000.722891566265
SF12268,Madhya Pradesh,0.0,Pulses,Rabi,14.23,372.4,24.3,58.4,6.7,5.54,28.7,145.2,50.3,121.4,Rainfed,229.0,1.99,0.66,0.3,4.27,68010,960704,290403,-670301,3035,1.407,43.0,290402.69999999995,-670301,-47104.77863668306,67512.57905832748,20407.800421644413,-230.81751910276407,False,316.9,213.28179901616303
SF12269,Karnataka,0.0,Wheat,Kharif,11.95,853.3,26.1,75.6,5.6,7.47,28.7,125.7,71.9,89.1,Flood,189.2,3.0,0.77,1.55,18.52,25613,799247,474353,-324894,7935,2.334,59.2,474352.76,-324894,-27187.782426778245,66882.59414225942,39694.81171548118,-68.49203019692087,False,286.70000000000005,664.0167364016737
SF12270,Maharashtra,0.0,Pulses,Zaid,14.55,80.0,28.9,58.0,9.2,6.58,26.1,104.7,66.0,140.5,Flood,220.6,4.9,0.91,0.92,13.39,59846,1063120,801338,-261782,7973,1.679,36.3,801337.9400000001,-261782,-17991.89003436426,73066.66666666666,55074.776632302404,-32.66811258170709,False,311.2,547.9725085910653
SF12271,Madhya Pradesh,0.0,Maize,Kharif,10.14,952.1,27.3,72.8,5.3,7.36,33.1,126.4,55.0,81.0,Flood,255.3,6.0,0.8,2.17,22.0,17260,832199,379720,-452479,6616,3.325,53.9,379720.0,-452479,-44623.17554240631,82070.90729783037,37447.73175542406,-119.16122405983356,False,262.4,652.4654832347139
SF12272,Andhra Pradesh,0.0,Rice,Rabi,10.03,528.5,22.6,64.0,6.8,6.72,32.7,75.6,55.5,71.0,Sprinkler,150.1,4.24,0.92,2.79,27.98,25537,588315,714525,126210,16550,1.691,47.0,714525.26,126210,12583.250249252244,58655.5333998006,71238.78364905284,17.66348273328435,True,202.1,1650.049850448654
SF12273,Telangana,0.0,Rice,Kharif,10.48,1149.9,32.2,89.4,5.8,6.56,37.1,78.8,67.5,100.5,Flood,130.4,5.82,0.68,2.63,27.56,21324,667816,587689,-80127,19573,1.408,70.0,587689.44,-80127,-7645.706106870229,63722.900763358775,56077.194656488544,-13.634252129953087,False,246.8,1867.6526717557251
SF12274,Andhra Pradesh,0.0,Maize,Kharif,6.96,576.4,28.4,56.6,7.3,7.69,29.9,109.0,78.6,81.4,Drip,119.4,6.05,0.79,1.69,11.76,19419,444388,228367,-216021,3375,3.484,51.2,228367.44,-216021,-31037.5,63848.85057471265,32811.35057471265,-94.59378982077095,False,269.0,484.91379310344826
SF12275,Andhra Pradesh,0.0,Chilli,Rabi,5.52,471.6,26.8,61.8,10.2,5.69,36.2,97.0,35.8,101.2,Sprinkler,247.5,0.5,0.9,0.68,3.75,97462,347778,365482,17704,2938,1.276,63.4,365482.5,17704,3207.2463768115945,63003.26086956522,66210.50724637682,4.844014205897965,True,234.0,532.2463768115942
SF12276,Maharashtra,0.0,Cotton,Zaid,6.51,235.9,29.4,54.9,7.4,7.95,22.6,157.3,47.0,90.7,Flood,231.3,6.79,0.97,1.74,1.95,69401,534671,135332,-399339,6824,0.286,34.2,135331.94999999998,-399339,-61342.39631336406,82130.72196620583,20788.325652841784,-295.0809860195667,False,295.0,1048.2334869431645
SF12277,Maharashtra,0.0,Maize,Rabi,5.43,80.0,24.0,56.0,5.5,7.24,29.8,111.6,41.0,71.9,Drip,40.0,4.54,0.96,2.47,13.41,23239,315613,311635,-3978,2279,5.884,36.1,311634.99,-3978,-732.596685082873,58123.94106813997,57391.34438305709,-1.2764933335472588,False,224.5,419.70534069981585
SF12278,Punjab,0.0,Cotton,Kharif,12.01,724.5,31.3,66.0,7.0,6.32,26.4,119.2,64.9,141.8,Rainfed,142.4,3.78,0.99,1.9,22.82,71188,747723,1624510,876787,4809,4.745,48.0,1624510.16,876787,73004.74604496254,62258.368026644464,135263.114071607,53.9723978307305,True,325.90000000000003,400.4163197335554
SF12279,Punjab,0.0,Sugarcane,Kharif,1.99,485.9,31.1,77.7,7.4,6.75,37.4,90.7,65.7,84.8,Sprinkler,150.9,2.86,0.74,70.59,140.47,3048,132985,428153,295168,4070,34.514,64.6,428152.56,295168,148325.6281407035,66826.63316582915,215152.26130653266,68.93984159868084,True,241.2,2045.2261306532664
SF12280,Telangana,0.0,Rice,Rabi,7.39,490.8,21.7,44.5,5.4,5.64,23.0,104.3,72.3,85.9,Flood,174.7,7.39,0.89,0.86,6.36,21482,528800,136626,-392174,13923,0.457,29.5,136625.52000000002,-392174,-53068.200270636,71556.15696887686,18487.956698240865,-287.04199786277866,False,262.5,1884.0324763193505
SF12281,Punjab,0.0,Sugarcane,Rabi,8.18,517.5,25.4,57.0,8.1,6.74,24.0,138.5,69.0,102.3,Flood,187.9,5.1,0.9,62.43,510.68,3884,529052,1983481,1454429,20305,25.15,36.0,1983481.12,1454429,177803.05623471882,64676.28361858191,242479.33985330074,73.32709514232806,True,309.8,2482.273838630807
SF12282,Madhya Pradesh,0.0,Maize,Zaid,12.65,80.0,29.7,46.8,7.8,7.85,20.2,117.1,56.3,112.6,Sprinkler,69.5,4.97,0.79,0.53,6.7,23670,649709,158589,-491120,6364,1.053,28.8,158589.0,-491120,-38823.71541501976,51360.39525691699,12536.679841897232,-309.68099931268875,False,286.0,503.08300395256913
SF12283,Maharashtra,0.0,Sugarcane,Rabi,12.34,504.5,20.4,51.3,8.0,7.09,19.3,163.1,59.4,136.2,Rainfed,195.9,5.66,0.65,50.85,627.49,4218,678865,2646753,1967888,11017,56.957,26.2,2646752.82,1967888,159472.28525121557,55013.371150729334,214485.6564019449,74.35102557737726,True,358.7,892.7876823338736
SF12284,Gujarat,0.0,Wheat,Rabi,12.74,611.1,22.9,66.4,6.8,8.4,22.9,130.1,61.8,145.9,Rainfed,132.7,3.15,0.73,0.3,3.82,27704,781389,105829,-675560,3521,1.085,46.8,105829.28,-675560,-53026.68759811617,61333.51648351648,8306.828885400313,-638.3505466365552,False,337.79999999999995,276.3736263736264
SF12285,Karnataka,0.0,Pulses,Kharif,3.02,1152.8,30.2,64.6,6.0,6.54,36.3,86.8,90.7,87.1,Rainfed,94.4,0.78,0.99,0.87,2.63,73320,173844,192832,18988,629,4.181,51.2,192831.6,18988,6287.417218543046,57564.23841059602,63851.65562913907,9.846913375373383,True,264.6,208.27814569536423
SF12286,Madhya Pradesh,0.0,Groundnut,Kharif,6.0,825.7,25.2,79.8,6.9,6.12,26.4,88.7,67.0,78.0,Drip,108.2,7.95,0.67,1.63,9.78,63497,334726,621001,286275,2763,3.54,44.8,621000.6599999999,286275,47712.5,55787.666666666664,103500.16666666667,46.09895958299584,True,233.7,460.5
SF12287,Gujarat,0.0,Wheat,Rabi,6.67,141.7,26.9,57.6,6.4,5.96,23.1,153.1,79.8,50.5,Drip,106.7,0.85,0.88,1.34,8.94,20474,373520,183038,-190482,3125,2.861,57.2,183037.56,-190482,-28558.020989505247,56000.0,27441.979010494753,-104.06691506681673,False,283.4,468.5157421289355
